Comment,Hatespeech
"Kai tik užeina į parduotuvę romų tautybės žmonės, tai kažkas baisaus kaip jie elgiasi, nes daro ką nori valgydami saldainius ir šūkauja imdami prekes, o paskui palieka salės viduryje ir dar naglai elgiasi",Yes
man nuo vaikystes baime cigonams su savo burimais🤣,Yes
Per geras žodis prastesni juos ne žmogum nesinori vadinti jiems mūsų įstatymai negalioja,Yes
"Vagys,sukčiai,tinginiai šita 13 rūšis.",Yes
"Kas per zodis romai,yra vardas Romas ir jus ji izeidinejate ,jie cigonai ir jokie romai,",Yes
pradziai visus issodinti...nereiks nieko ir griauti o uz ka tikrai atsiras...,Yes
Jei visus issaudai ar tampi cigonu baronu?,Yes
"Nu as juos saudyciau ne del to kad cigonai, o del to kad jie zmones vercia narkomanais",Yes
Juos seniai laikas uzdaryti i rezervacijos kolonijas kaip indenus jie baisiau uz bent kokius parazitus ir virusus jie neverti net kalejimu nes ten juos reikia islaikyti priverst dirbt sunkiausius darbus po 16 val tada suzinotu ka reiskia kenkti visuomenei,Yes
Visus y pečių ant laužo...,Yes
Grįžkit atgal iš kur atėjote,Yes
Kam tie valkatos važiuoja ten kur ju nekvieče,Yes
O gal galima juos deportuoti į Siriją ? Kažkaip tai reikia spręsti problemą.,Yes
"Praleisk viena šeima, atbėgs 10000 tokiu pačiu, ir užsilips ant sprando vietiniams su savo viduramžišku gyvenomo budu. Jokiu nuolaidu, nei vienam!",Yes
"😁😁😁Daugiau ispudziu tokiu ir kuo daugiau, kad kalbetu apie juos. Maziau nores per cia keliaut machmutai.",Yes
Babajam vieta babajyne😉,Yes
"Na ir idio,,tai tie bulbašų suvestiniai, visus apgręžt į rytus iš kur atėjo, ir jokių čia amnesty international.",Yes
"Na ir idio,,tai tie bulbašų suvestiniai, visus apgręžt į rytus iš kur atėjo, ir jokių čia amnesty international.",Yes
O kaip kitaip.....pasidomėkit Švedijoje kokios problemos su tais tarakonais.,Yes
Prancūzai nuolaidžiauja dėl vykdytos koloninės politikos. Tai visas Afrikos brudas ir keliauja į Prancūziją. Tik čia jų niekas nepriima dirbti - tai visi bando į UK.,Yes
"Jokiu islamistu ir juoduku pas Mustads gyvensim ramiai ,kitaip jie Mus zudys",Yes
"Juokinga, kad tos/tie, kurie labai gaili hamasikų, gali greitai čia savo kailiu pajust teroristų ""skausmą""",Yes
Rusų laikais šaudė. O ko delėl dabar nešaudoma? Pažeidė sieną kulką į subinę! Daugiau nereiks. Sušikta demokratija! Lauk kol tave nušaus!,Yes
Tarakonai su bulba priešakyje.,Yes
Tarakonai su bulba priešakyje.,Yes
"O kaip atpažinti normalų litovcą? Segreguojat žmones pagal nacionalinę kilmę ir religiją, esate rasistas ir rusofobas",Yes
"O teisinga litovca ,her si ziburiu surasi🙏",Yes
"Rusas - akyse angelas, o už akių velnias yra buvo ir būs.",Yes
"Teisingu rusu ner ,yr mase mongolidu ,kurie tik ir ziuri kaip uzpulti ir apiplesti kaimynus. Rusia reikia izolouoti nuo civilizuoto pasaulio ir kuo greiciau. O rusofikuotus litovcus ,kurie palaiko rusyna ,su cemodanais i per vogzala i rasska.",Yes
"Teisingu rusu ner ,yr mase mongolidu ,kurie tik ir ziuri kaip uzpulti ir apiplesti kaimynus. Rusia reikia izolouoti nuo civilizuoto pasaulio ir kuo greiciau. O rusofikuotus litovcus ,kurie palaiko rusyna ,su cemodanais i per vogzala i rasska.",Yes
"zmones zusta del to ,kad tie mongoloidai ruskiai uzpuole kaimynine sali. Numeskit i sona ruskiu propoganda ir viskas taps aisku.",Yes
"Bulviniu armija tik 40k, per menesi juos visus nukastu",Yes
bulabsu sabakos tegul laukia metu metus,Yes
Lauk jos is cia suckos,Yes
Tegu tik mina nx.i savo šali,Yes
Mesti driskius iš civilizacijos!🇷🇺🛳️➡️🖕,Yes
"Tikiuosi, kad mes boikotuosim niekšų dalyvavimą ir tvirtai parodysime ar mes palaikome rusofašizmą, ar esame prieš jį!
Neturi būti vietos žudikams, rusofašistų teroristams vietos tarp žmonių ir NEBUS!",Yes
Užprotestuoti jei vatos dalyvauja puse europos atsisako dalyvauti,Yes
"...o taip,visus kurie ne Jonai ar Jaronimai laukan is Lietuvėlės ,nes jų vietą privalo užimti Abdulos ir Farzanai 🫣",Yes
"Kaip jūs naiviai įsivaizduojat, kad bielarusas buvo pūkuotas? Jei jau norima jį išmesti, tai pagrindaa tam yra. Būkite tikri.",Yes
kas tie ruSSai kas tie baltaruSSai reikia mums čia jų atleidimo... Tegul ten tie tarpusavyje ir gyvena,Yes
kas tie ruSSai kas tie baltaruSSai reikia mums čia jų atleidimo... Tegul ten tie tarpusavyje ir gyvena,Yes
LT jau isveja 2000 bulbsu-ruzzkiu -pradzia yra.,Yes
LT jau isveja 2000 bulbsu-ruzzkiu -pradzia yra.,Yes
LT jau isveja 2000 bulbsu-ruzzkiu -pradzia yra.,Yes
"penktoji kolona - turi plika subine , tik su pasu , ciuozti namo. Turtas Ukrainos sugriovimams - atstatyti, o vata - namo.",Yes
Von visus iš Lietuvos,Yes
Gudai apsikakoję🤮,Yes
"Svaigalai tie belarusai. Litvinai esame būtent mes, o ne jie, jie yra rusėnai. Parašykit į transleitą ""lietuviai"" ir išverskit į lenkų kalbą pamatysit kas yra litvinai.",Yes
"Vargšai bulbistaniečiai, kur jiems dėtis kai tėvynės neturi.",Yes
Gyvena ruskiai Lietuvoje - ir koks stebuklas...Nemoka lietuviškai kalbėti. Nors 40- 50 metų pragyventa...,Yes
"Maskoliai normaliu politiniu santykiu nesupranta. Tik akivaizdi jiega, vailokinius,,pastato,,i vieta.",Yes
"jeigu jis kovojo su ukrunaciais kartu,tai jis turejo gristi tik grabe,bet deje,pabego is karo zonos apsisikes i kelnes,ir dabar pizdelina etery vejus.",Yes
Lietuvoje buvau priesh 23 metus. Mama lietuve tevas totorius. Ash ne okupantas. Hoholu nekenchiu bivau armijoj su jejs. Tokiu padlu gyvenime nemachiau. Norit kariauti uzh juos? Gryshit be ranku be ranku be koju? Sekmes,Yes
"Galėtu taip su visais rusakalbiais padaryti... taip aš rusofobas, nekenčiu šitos kalbos.",Yes
"Kacapų ir bulvės mišinys ko norėt ,vyt lauk visus",Yes
Pridarys problemu visi tiè baltarusiai,Yes
"Tai tik pradzia. Jus net nesuvokiat kokia gyvate ant krutines Lietuva pasidejo isileisdami dauguma baltarusu.
Jie mokinami nuo mazens, kad Lietuva, o ypac Vilnius turi buti ju ir tt. Atvykus rusui i Lietuva jie butu pirmi kurie stotu i ju puse. Nera jie visi tokie, bet patikekit - dauguma.",Yes
Tegul visi varo lauk😉,Yes
Valio. Visus šūdus atgal į šūdyną!,Yes
"Varyti reikia visus, nes Lietuva turės daug problemų. Miela, matyti žmones iš Vakarų pasaulio.",Yes
"Visus tokius deportuot be teisės sugrįšti, nes Lietuvos sostinė tapo baltarusija,kur tik pasisisuksi vien rusų kalba Vilniuje,atrodo kad gyventum ne Lietuvoje😀",Yes
"laukiame vietinių batvinių atriaugų, koks bulvinis diktatorius molodec, rūpinasi savo leudimi, darbo duoda,degradavusių kolchozų neišdraskė, supuvusią pramonę iššsaugojo, atominį ginklą turi.",Yes
"Tauta be valstybės , savigarbos . Dauguma jų save įsivaizduoja rusais su kokybės ženklu . Bando mus kiršinti nes visko pavydi , istorijos , kovų už nepriklausomybę , turėtų karaliaus , kunigaikščių . Gyvena juk mūsų istorinėse žemėse . Ar vaikai pas juos turi Mindaugo , Vytauto Gedimino ir kitų kunigaikščių vardus . Neturi nes jiems tai svetima . Kokie lietuviai , su vienu pamišėliu maskoliu susitvarkyti nesugeba .",Yes
"Jei rimtai, tai į čia baltarusiai tik su viza, po VSD patikrinimo. Kategoriškai.",Yes
"Kiek galima žaisti su tais rusais ir belorusais, laikas juos izoliuoti. Reikia suprasti kad tokie apsimete jog bėga nuo rėžimo, ieško geresnio gyvenimo, studijuoja ir panašiai atėjus laikui gali ir bus panaudoti prieš Lietuvą ir jos piliečius.",Yes
Lauk mėšlus iš Lietuvos.,Yes
"""išsilavinęs"" didysis, Paryžiaus ar Marselio juodulyno getus matei? Tuoj ir Lietuvoj tokie bus.",Yes
Apsiks viska kaip europoi asiko,Yes
"as irgi maciau is visokiu salių dirbančiu, bet kad is Afrikos yra tinginiai- tai faktas. Nori lengviausio darbo( pvz baudas israsinet) ir didžiausio atlyginimo. O jei kas ne pagal juos- iškart rasizmas.",Yes
"Aš jaučiuosiu nesaugi, kaip afrikietis vairuoja autobusą ar troleibusą.",Yes
"Į seimą reiktu negrus rinkt gal tolko daugiau bus🙄
",Yes
"Iseini kaime i tualeta,o ten negras su automatu stovi,ir kas okupantai? Turejom Lietuva,savo kultura,šnekejom lietuviškai...",Yes
Kaip svedai labai dziaugiasi babajais!noretu jau atsikratyt bet saukstai po pietu priviso kaip ziurkiu!miestuose daugiau babaju negu svedu!!!,Yes
"laukit,ruberoijdu",Yes
lietuves europoy tik sunegrays gyvena turi geras dešras,Yes
"Lietuvių tautą išvaikėt po pasaulį, dabar lietuvius keičiat ruberoidais!? Gražu, net žalia, ir jais džiaugiatės iki orgazmo... Manot, šitie atėjūnai visada ars už dyką? Apsipras čia ir tikrai ne ""gėda"" puse balso šauks, visai ne, juos sufalsifikuotom riaušėmis ir guminėm kulkom nesustabdysit. Ką darysit tada, alio, gražOliai iš bunkerio???",Yes
"mūsiškiai tik pašalpų imt sųsirenka,ne dirbt🙄",Yes
Mūsų tinginiai darbo birzoj😁😁😁😁😡😡😡😡😡,Yes
omg..juodulis mokysis lietuviskai..tai cia lietuvaitis greicisu ismoks nigeriu kalba..juk mes lendam visiem..,Yes
Propogandinis straipsnis. Ar jų padarytus nusikaltimus irgi bandys slėpti kaip Vokietijoje ?,Yes
"Skaitant komentarus matosi, kiek yra daug neišsilavinusių, bemokslių, celofaninių padarų Lietuvoje. Graudu🤧",Yes
"Tai zinoma, kam kelt algas, jai tokiam ruberoidui ju saly atlygis 2-5 doleriai kaip gera alga, - bet palaukit dar parodys jie savo "" balta sypsena "", ar nepradesit kaukt 🤣🤣🤣",Yes
"Teko su tokiu juodu bendrauti. Nekenčia jis Lietuvos, pasakojo kad kiekvieną “ mergą paimu klube”, o kiekvieną “ senį apvagiu”. Kabutėse rašau tai, ką pasakė angliškai. Tai kaip skėriai.",Yes
Toi beždžėnes dirbs Letuvoi už dika ir pensijos bus dideles,Yes
"tu tikriausia nematai kas darosi nuo lietuvių visam pasaulį , žudo , prievartauja net mažamečius vaikus , tik nereikia suda mėtyti ant kitu",Yes
"Tuoj pasipils vaikučiai,kaip zebriukai,puse baltas puse juodas.",Yes
"Užsileisti beždžionyną yra paprasta ir greita. Lietuvoje jau 200 tūkst. kitataučių, kuriems px mūsų kultūra. Europa jau cypia nuo kitataučių. Koks nors olandas kraustosi gyventi į Lietuvą nes čia vis dar saugi šalis, nebaisu išeiti į gatvę, Europa tipo.",Yes
valo tik kainos skirtumas kai mokės kaip švedos bėdos nebus nereiks jokių nigeriu,Yes
"iš kur žinai svetimas paslaptys, rusų protų nesuprasi.....",Yes
Neteisinga straipsnio antraštė. Rusai renka savo banditą putiną.,Yes
O ko jus neprotestuojat kaip kinieciai eda sunis ir kates ir dar gyviem neria kailius ir gyvus verda ir kepa,Yes
Rusai gyvenime negali pasirinkti dviejų dalykų: -Tėvų -Prezidento,Yes
"Rusai megsta priespauda ir megsta carams melstis , toks ju mentalitetas😳",Yes
Rusai renka juokinga o litovcai issirinko tai nejuokinga?,Yes
Rusų protu nesuprast.Dar 10 kartų Putiną rinktų.O Ką jau mes tokie protingi iśsirenkam Lietuvoj.,Yes
tai gal neragavus rusiko sokolado nu jei amerikoj gyvenai tada aisku o siaip sokolado is amerikos krautuvej nemaciau nebent negrai bobas pavaisina,Yes
We love russia Go home yankees !!!🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺😉,Yes
"Kęstutis Beliūnas
Kur buvai,kai ruskius vijom is LT?Subinej lindejai?Tai eik ir putkinui kruvina sikna laizyk!Pakaliķe!",Yes
Ruskius isnaikinti reik..Ir karai baigsis..,Yes
"tyliai būk, jankių čiūlpikė...😎",Yes
Kode neparaso ar tas vodyla ne modzachedas?,Yes
"daugiau brudų reikejo prisileist , dabar tegul srebia savo klaidas",Yes
"kaip tokius brudus zemele nesioja,siaubas. As jau netikiu tuom,kad tiems kazkam bus koks atpildas,gyvena kaip inkstai taukiuose ir dzin viskas ir ant visko. Uzuojautos artimies 󾬎",Yes
"Prisileidom pabegeliu ir panasaus tipo viduramziu religija ispazistanciu gyvuliu, idomu kas uz to slepiasi, kam tai naudinga? Dar vienas inside-job? Kazkas kalasi nezmoniskus nekaltu zmoniu krauju suteptus pinigus - tokie maitvanagiai anksciau ar veliau sulauks panasaus likimo. Gal tai lobistai manipuliuojantys akciju rinka, galbut dar vienas pretekstas isiverzti i nafta turtinga sali ir atnesti ""taika"" pasiglemziant jos resursus? Ar dar vienas tikslas sukirsinti tautas skatinant chaosa kuris veda prie numatyto populiacijos mazinimo. Bilderberg Group?",Yes
baisesnes tautos kaip ruzzai niekur nerasi,Yes
Imt ta irana tuos tarakonus.,Yes
"jusu profilio nuotrauka daug ka pasako apie jus... man neidomu ka dare ir daro amerikonai, as zinau ka pridare mano seimai vyzakojai... baisesnes tautos uz mongolu totoriu palikuoniu, sunku zemeje rasti... patys mesle gyvena, ir nori , kad kiti taip gyventu....",Yes
"jusu profilio nuotrauka daug ka pasako apie jus... man neidomu ka dare ir daro amerikonai, as zinau ka pridare mano seimai vyzakojai... baisesnes tautos uz mongolu totoriu palikuoniu, sunku zemeje rasti... patys mesle gyvena, ir nori , kad kiti taip gyventu....",Yes
"jusu profilio nuotrauka daug ka pasako apie jus... man neidomu ka dare ir daro amerikonai, as zinau ka pridare mano seimai vyzakojai... baisesnes tautos uz mongolu totoriu palikuoniu, sunku zemeje rasti... patys mesle gyvena, ir nori , kad kiti taip gyventu....",Yes
"Paprastas skirtumas tarp JAV ir ruskio. JAV nevykdė mums trėmimų į Sibirą, nešaudė ir neskelbė išdavikais už išsilavinimą ir t.t. Ai ir dar neišbraukė iš žemėlapio, kaip ruskis. Nežinau kokį melą skleidžia JAV, bet ji kol kas geriau nei Rusija",Yes
"rasai ka pridare tavo seimai vyzakojai,o kodel nerasai ka pridare lietuvoj buve ponai pokario metu,kiek isaude ir iskankino visai nekaltu zmoniu uz vien tai kad neturedami ko valgyti ir vaikus maitinti i kolukius istojo,jeigu kur randi paskaityk prisiminimu knyga,kruvinos zudiku pedos,nors vargu ar kur rasi,o as skaiciau,tai ka ir vel lietuvoj turi vieni kitus saudyti ar tremti uz vien tai kad zmones turi kitokias nuomones,ar nelaikas butu lietuvoj nustoti vieni kitus vadinti vatnikais ar lansberginiais,nors mane tuojau isvadins vatniku.",Yes
ruskiai sliaupia,Yes
"Alax,axbar,juodšknius,lauk,",Yes
"Amerikosai priprate prisidirbt iš nešt autus , pradedant nuo Vietnamo kur gavo juodai į skudurus ir t.t 🙂",Yes
"Bega is afganistano jankiai kaip ziurkes is skestancio laivo,viska mete net visa savo ambasada evakuoja ir sako jie kara laimejo man juokas is ju tik iema ,atejo pries 20 m talibai buvo valdzioj ir db bega talibai vel susigrazino visa kontrole",Yes
"jankiai bėga kaip žiurkės iš skestančio laivo. Che milžinas molinėm kojom.
Kiek daug šalių, kur jie karus sukelė ir nužudė žmonių.
.Libija Sirija, Irakas, Afganistanas. O ir Vietnamas pamenat, Stanislovai.",Yes
"Kai bailių amerikosų subinytės svyla, tai dzin jau draugų gyvybės ir deklaruojama meilė laisvei bei demokratijai. Labai šustri tik iš nuotolinio drono sprogdint vestuvininkus tfu",Yes
"Reikėjo visus okupantus išguldyt , kur tik amerikosai įlenda bėdų pridaro 🙂",Yes
Savo šalies jie negynė 😡 tik dabar bėga kaip tarakonai iš skęstančio laivo 😡,Yes
Sveikinimai afganistanui nepriklausomybes atgavimo proga. Issvare jankiu okupantus.,Yes
Fcuk Palestiną,Yes
"gal paaiškink kodėl tuneliai buvo išrausti po ligoninėmis , mokyklomis, mečetėmis ir iš ten skriejo raketos į Izraelį, tiesa pagamintos už humanitarkės lėšas vargšams teroristams, kurie savo vergus naudoja kaip gyvą skydą, tipo žydai humaniškai ir atgal pyzdy neduos o mes ir toliau bombarduosim , žudysim ir pjaustysim galvas, tu durnas nuo gimimo, ar tėvas komuniaga internacionalistinis teroristas vožė su špižine keptuvė per kramę🤔",Yes
"Jeigu suprastų kas vyksta, neitų už tuos bandytus,kurie padarė skerdynes spalio 7d.Izraelyje.O gal labai nori šeriata?
Nenori suprasti,kad vyksta kova tarp civilizacijos ir tamsos.
Tegyvuoja Izraelis.",Yes
"jūsų kišamas Left šūdas, mano nuomonės, kad spalio 7 d. buvo įvykdytas žiaurus teroro aktas, nepakeis. Su “barbarais” reikia šnekėti “barbarų” kalba. Kaip tai yra daroma Ukrainoje. Sutinkate?",Yes
Kamazistus visus į pavėsį ☝️💖🇮🇱💝,Yes
"Kas velka šitą mėšlą į Lietuvą? Susiraskit ir pasižiūrėkite 40 min ,, filmuką "" iš HAMAZ smogikų ir saugos kamerų. 1500 žydų ir kitų tautybių žmonių, nužudytų,, palestiniečių"" puolimo metu jau pamiršti?",Yes
laukiniai kito žodžio nėra!,Yes
"malonus žmones! Viešas egzekucijas rengia saviems 21 amžiuje! Laukiniai!Galvazudziai! Tai įsivaizduokite ką jie dare spalio 7 , jei jie šitaip savus nukankino!!!",Yes
"Nesiruošiu skaityti palestiniečių propagandos ir melo.Kaip jie falsifikuoja faktus žinoma.Kol Izraelis tikrina faktus,kad paduoti žiniasklaidai, šitie jau savo melą padavė.Jus tą melą ir skaitykite.",Yes
Nu va dar daugiau isileiskim musulmonų tai jie ir prieš mus pradės piketuoti....pradžiai,Yes
Palestinos teroristai nedelsdami paleiskite juos ir dar 200 įkaitų! Po to galėsite kažka prašity...,Yes
"parazitai esat jūs, siūlyčiau nuvykti į Gazos ruožą ir savo angomis patirtį, kad padaro kamazistai iš tokių leftistiniu prietrankų kaip tu, jie mėgsta filmuot tokias aukas kaip tu 😂",Yes
"Po Hamas žiaurių skerdynių, prie kurių prisidėjo ir paprasti Palestinos žmonės ,kuriomis jie taip didžiavosi nėra jokio noro skaityti jūsų rekomenduojamos knygos.
Niekaip nesuprantu kaip galima palaikyti tokius žiaurumusJie žudė visus iš eilės, jiems skirtumo nebuvo nei tautybė, nei kūdikis ar senas žmogus.Jų net žvėrimis negali pavadinti, nes net jie nėra tokie žiautūs kaip Palestiniečių Hamas.",Yes
"Si ryta “taikus” neegzistuojancios tautos ubliudkai palestinieciai Jeruzaleje nuzudo 3 asmenys is automatiniu ginklu, stovejusius autobuso stoteleje. Virs 8 asmenu dar suzalota.
Ateis jums galas pidarai greitai.
Am Israel Chai 🇮🇱🇮🇱🇮🇱",Yes
"Teroristu marsas didziuojuosi jog negyvenu barbaru salyje
🇮🇱❤️🇮🇱❤️🇮🇱❤️🇮🇱",Yes
"teroristus žudo ir visus palestinus, kurie leidžia po jų namais rausti tunelius ir apšaudyti Izraelį ir jie turi būti sunaikinti visi, kaip ir vatnykai, stribų palikuonys Lietuvoje, kad ne liktų nei vieno, tik tada pasaulyje bus taika, kai ne liks 5 tos kolonos ir vatnikinių koloborantų ☝️✌️",Yes
"Kitaip teroristai nemoka,žydai 100 proc teisus juos reikia naikinti",Yes
"O pas mus kai ""Queer for Palestine"" pusdurnes cypavo, kad Kasciunas stabdo situos sviesuolius, isivaizduoju kaip Izraelis turi gyventi apsuptas is visu pusiu situ begalviu.",Yes
o palestiniečių net kaimynai broliai musulmonai neįsileidžia. Atsikando praeity😀,Yes
"Visi Hamas nariai įšsigimėlei yra ""Mirties sūnūs"" - pragare mergelių neužteks",Yes
"banditai gali atsikratyti banditais? Jie gi okupantai, žiūrėk ka rašo Wikipedia:
https://en.wikipedia.org/wiki/Israeli-occupied_territories",Yes
